Project,Date,Chinook Run,Chinook,Jack Chinook,Steelhead,Wild Steelhead,Sockeye,Coho,Jack Coho,Shad,Lamprey,Bull Trout,Chum,Pink,TempC
Willamette Falls,5/13/03,,2447,59,238,,,,,,,,,,12.8
Willamette Falls,5/14/03,,2339,34,230,,,,,,,,,,13.9
Willamette Falls,5/15/03,,2163,36,254,,,,,,,,,,14.4
Willamette Falls,5/16/03,,1625,21,168,,,,,,,,,,14.4
Willamette Falls,5/17/03,,1558,44,231,,,,,,,,,,
Willamette Falls,5/18/03,,1143,42,161,,,,,,,,,,
Willamette Falls,5/19/03,,1387,25,228,,,,,,,,,,12.8
Willamette Falls,5/20/03,,1632,45,250,,,,,,,,,,13.3
Willamette Falls,5/21/03,,1581,37,195,,,,,,,,,,13.3
Willamette Falls,5/22/03,,2020,51,216,,,,,,,,,,
Willamette Falls,5/23/03,,1716,51,239,,,,,,,,,,15
Willamette Falls,5/24/03,,1704,42,195,,,,,,,,,,
Willamette Falls,5/25/03,,1487,36,157,,,,,,,,,,
Willamette Falls,5/26/03,,1012,32,145,,,,,,,,,,17.2
Willamette Falls,5/27/03,,865,27,184,,,,,,,,,,16.7
Willamette Falls,5/28/03,,852,20,178,,,,,,,,,,16.1
Willamette Falls,5/29/03,,1120,21,127,,,,,,,,,,15.6
Willamette Falls,5/30/03,,778,22,153,,,,,,,,,,16.7
Willamette Falls,5/31/03,,685,15,140,,,,,,,,,,
Willamette Falls,6/1/03,,830,16,138,,,,,,,,,,
Willamette Falls,6/2/03,,697,17,131,,,,,,,,,,16.1
Willamette Falls,6/3/03,,666,15,162,,,,,,,,,,16.1
Willamette Falls,6/4/03,,510,15,123,,,,,,,,,,
Willamette Falls,6/5/03,,887,17,170,,,,,,,,,,17.2
Willamette Falls,6/6/03,,397,11,75,,,,,,,,,,17.8
Willamette Falls,6/7/03,,578,17,135,,,,,,,,,,
Willamette Falls,6/8/03,,555,8,187,,,,,,,,,,
Willamette Falls,6/9/03,,582,18,167,,,,,,,,,,18.9
Willamette Falls,6/10/03,,397,30,104,,,,,,,,,,18.3
Willamette Falls,6/11/03,,331,17,82,,,,,,,,,,17.8
Willamette Falls,6/12/03,,348,13,112,,,,,,,,,,17.2
Willamette Falls,6/13/03,,298,18,113,,,,,,,,,,17.2
Willamette Falls,6/14/03,,259,11,71,,,,,,,,,,
Willamette Falls,6/15/03,,491,13,126,,,,,,,,,,
Willamette Falls,6/16/03,,537,33,105,,,,,,,,,,17.2
Willamette Falls,6/17/03,,682,10,140,,,,,,,,,,17.8
Willamette Falls,6/18/03,,606,6,118,,,,,,,,,,18.3
Willamette Falls,6/19/03,,646,12,103,,,,,,,,,,18.9
Willamette Falls,6/20/03,,759,11,125,,,,,,,,,,18.9
Willamette Falls,6/21/03,,642,9,143,,,,,,,,,,
Willamette Falls,6/22/03,,490,3,204,,,,,,,,,,
Willamette Falls,6/23/03,,381,4,187,,,,,,,,,,18.3
Willamette Falls,6/24/03,,353,9,194,,,,,,,,,,17.8
Willamette Falls,6/25/03,,366,16,246,,,,,,,,,,17.8
Willamette Falls,6/26/03,,290,18,170,,,,,,,,,,
Willamette Falls,6/27/03,,444,3,253,,,,,,,,,,19.4
Willamette Falls,6/28/03,,317,7,215,,,,,,,,,,
Willamette Falls,6/29/03,,378,1,249,,,,,,,,,,
Willamette Falls,6/30/03,,237,18,128,,,,,,,,,,22.2
Willamette Falls,7/1/03,,190,13,91,,,,,,,,,,
Willamette Falls,7/2/03,,178,13,57,,,,,,,,,,22.2
Willamette Falls,7/3/03,,169,6,36,,,,,,,,,,22.8
Willamette Falls,7/4/03,,88,5,33,,,,,,,,,,
Willamette Falls,7/5/03,,101,1,37,,,,,,,,,,22.2
Willamette Falls,7/6/03,,128,,51,,,,,,,,,,
Willamette Falls,7/7/03,,126,7,25,,,,,,,,,,21.7
Willamette Falls,7/8/03,,74,7,46,,,,,,,,,,21.7
Willamette Falls,7/9/03,,40,,20,,,,,,,,,,21.7
Willamette Falls,7/10/03,,45,2,33,,,,,,,,,,22.2
Willamette Falls,7/11/03,,37,8,38,,,,,,,,,,
Willamette Falls,7/12/03,,42,6,31,,,,,,,,,,
Willamette Falls,7/13/03,,34,5,44,,,,,,,,,,
Willamette Falls,7/14/03,,66,5,39,,,,,,,,,,22.8
Willamette Falls,7/15/03,,72,3,38,,,,,,,,,,22.8
Willamette Falls,7/16/03,,64,3,13,,,,,,,,,,23.3
Willamette Falls,7/17/03,,33,3,11,,,,,,,,,,23.3
Willamette Falls,7/18/03,,59,2,33,,,,,,,,,,23.9
Willamette Falls,7/19/03,,31,3,47,,,,,,,,,,
Willamette Falls,7/20/03,,25,4,28,,,,,,,,,,
Willamette Falls,7/21/03,,18,2,17,,,,,,,,,,23.9
Willamette Falls,7/22/03,,7,,14,,,,,,,,,,
Willamette Falls,7/23/03,,3,4,5,,,,,,,,,,23.9
Willamette Falls,7/24/03,,9,1,5,,,,,,,,,,23.9
Willamette Falls,7/25/03,,3,,1,,,,,,,,,,24.4
Willamette Falls,7/26/03,,4,2,4,,,,,,,,,,
Willamette Falls,7/27/03,,2,,1,,,,,,,,,,
Willamette Falls,7/28/03,,4,,1,,,,,,,,,,24.4
Willamette Falls,7/29/03,,3,,2,,,,,,,,,,
Willamette Falls,7/30/03,,2,1,,,,,,,,,,,23.9
Willamette Falls,7/31/03,,1,,,,,,,,,,,,
Willamette Falls,8/1/03,,4,,,,,,,,,,,,23.9
Willamette Falls,8/2/03,,8,,,,,,,,,,,,
Willamette Falls,8/3/03,,4,,,,,,,,,,,,
Willamette Falls,8/4/03,,2,,,,,,,,,,,,23.9
Willamette Falls,8/5/03,,3,,,,,,,,,,,,23.9
Willamette Falls,8/6/03,,7,2,1,,,,,,,,,,23.3
Willamette Falls,8/7/03,,14,5,2,,,,,,,,,,
Willamette Falls,8/8/03,,1,1,2,,,,,,,,,,22.2
Willamette Falls,8/9/03,,27,,9,,,,,,,,,,
Willamette Falls,8/10/03,,21,2,7,,,,,,,,,,
Willamette Falls,8/11/03,,25,5,11,,,,,,,,,,22.2
Willamette Falls,8/12/03,,13,1,9,,,,,,,,,,22.2
Willamette Falls,8/13/03,,13,2,8,,,,,,,,,,22.8
Willamette Falls,8/14/03,,10,1,11,,,,,,,,,,22.8
Willamette Falls,8/15/03,,13,1,7,,,,,,,,,,22.8
Willamette Falls,8/16/03,,3,,7,,,,,,,,,,
Willamette Falls,8/17/03,,5,1,8,,,,,,,,,,
Willamette Falls,8/18/03,,5,1,9,,,,,,,,,,22.8
Willamette Falls,8/19/03,,10,,9,,,,,,,,,,22.8
Willamette Falls,8/20/03,,2,,4,,,1,,,,,,,22.2
Willamette Falls,8/21/03,,3,,7,,,,,,,,,,22.2
Willamette Falls,8/22/03,,5,,7,,,,,,,,,,22.2
Willamette Falls,8/23/03,,2,,7,,,,,,,,,,
Willamette Falls,8/24/03,,5,2,8,,,,,,,,,,
Willamette Falls,8/25/03,,1,,6,,,,,,,,,,22.2
Willamette Falls,8/26/03,,2,2,18,,,1,4,,,,,,
Willamette Falls,8/27/03,,9,,8,,,1,1,,,,,,
Willamette Falls,8/28/03,,6,1,12,,,4,4,,,,,,
Willamette Falls,8/29/03,,10,,16,,,,1,,,,,,
Willamette Falls,8/30/03,,11,,16,,,1,2,,,,,,
Willamette Falls,8/31/03,,3,4,12,,,,,,,,,,
Willamette Falls,9/1/03,,1,,16,,,,,,,,,,21.1
Willamette Falls,9/2/03,,12,,23,,,,,,,,,,21.1
Willamette Falls,9/3/03,,13,2,26,,,4,2,,,,,,21.7
Willamette Falls,9/4/03,,11,,15,,,7,4,,,,,,21.7
Willamette Falls,9/5/03,,5,,13,,,,1,,,,,,21.7
Willamette Falls,9/6/03,,2,,21,,,2,1,,,,,,
Willamette Falls,9/7/03,,1,,22,,,3,4,,,,,,
Willamette Falls,9/8/03,,,,24,,,3,5,,,,,,21.1
Willamette Falls,9/9/03,,7,,62,,,2,1,,,,,,21.1
Willamette Falls,9/10/03,,5,,45,,,1,,,,,,,20.6
Willamette Falls,9/11/03,,6,,22,,,16,5,,,,,,20
Willamette Falls,9/12/03,,9,,31,,,27,1,,,,,,18.9
Willamette Falls,9/13/03,,19,,51,,,73,13,,,,,,
Willamette Falls,9/14/03,,13,3,54,,,136,24,,,,,,
Willamette Falls,9/15/03,,18,,29,,,96,23,,,,,,17.8
Willamette Falls,9/16/03,,7,,13,,,98,27,,,,,,
Willamette Falls,9/17/03,,3,,26,,,177,43,,,,,,17.8
Willamette Falls,9/18/03,,3,,28,,,162,49,,,,,,17.8
Willamette Falls,9/19/03,,7,,46,,,208,47,,,,,,17.8
Willamette Falls,9/20/03,,4,,23,,,141,44,,,,,,
Willamette Falls,9/21/03,,18,3,49,,,210,40,,,,,,
Willamette Falls,9/22/03,,11,2,46,,,252,55,,,,,,17.2
Willamette Falls,9/23/03,,40,9,34,,,222,55,,,,,,17.8
Willamette Falls,9/24/03,,10,,29,,,398,104,,,,,,17.8
Willamette Falls,9/25/03,,5,,43,,,356,102,,,,,,17.8
Willamette Falls,9/26/03,,2,,39,,,495,117,,,,,,17.8
Willamette Falls,9/27/03,,7,,14,,,381,117,,,,,,
Willamette Falls,9/28/03,,13,2,15,,,197,51,,,,,,
Willamette Falls,9/29/03,,8,,12,,,268,89,,,,,,18.9
Willamette Falls,9/30/03,,6,,10,,,133,61,,,,,,
Willamette Falls,10/1/03,,5,,16,,,195,53,,,,,,18.9
Willamette Falls,10/2/03,,8,,11,,,212,46,,,,,,18.9
Willamette Falls,10/3/03,,3,1,3,,,110,30,,,,,,18.3
Willamette Falls,10/4/03,,6,,4,,,171,57,,,,,,
Willamette Falls,10/5/03,,4,1,9,,,136,41,,,,,,
Willamette Falls,10/6/03,,2,,2,,,128,32,,,,,,17.2
Willamette Falls,10/7/03,,,,5,,,176,37,,,,,,
Willamette Falls,10/8/03,,2,,11,,,189,53,,,,,,16.7
Willamette Falls,10/9/03,,1,,8,,,230,62,,,,,,16.7
Willamette Falls,10/10/03,,,,7,,,177,26,,,,,,
Willamette Falls,10/11/03,,,,16,,,141,37,,,,,,
Willamette Falls,10/12/03,,,,6,,,124,22,,,,,,
Willamette Falls,10/13/03,,2,,12,,,175,38,,,,,,15.6
Willamette Falls,10/14/03,,3,,6,,,143,17,,,,,,15
Willamette Falls,10/15/03,,2,,16,,,138,9,,,,,,13.9
Willamette Falls,10/16/03,,3,,8,,,131,15,,,,,,13.9
Willamette Falls,10/17/03,,,,20,,,121,21,,,,,,13.9
Willamette Falls,10/18/03,,,,18,,,90,25,,,,,,
Willamette Falls,10/19/03,,1,,8,,,91,10,,,,,,
Willamette Falls,10/20/03,,,,2,,,132,27,,,,,,14.4
Willamette Falls,10/21/03,,,,21,,,89,15,,,,,,15.6
Willamette Falls,10/22/03,,,,6,,,82,17,,,,,,16.1
Willamette Falls,10/23/03,,,,1,,,39,7,,,,,,16.1
Willamette Falls,10/24/03,,,,1,,,76,10,,,,,,
Willamette Falls,10/25/03,,,,8,,,52,13,,,,,,
Willamette Falls,10/26/03,,,,3,,,22,1,,,,,,
Willamette Falls,10/27/03,,,,1,,,39,15,,,,,,15.6
Willamette Falls,10/28/03,,,,6,,,30,3,,,,,,15.6
Willamette Falls,10/29/03,,,,,,,14,,,,,,,15.6
Willamette Falls,10/30/03,,,,,,,14,,,,,,,13.9
Willamette Falls,10/31/03,,,,2,,,17,,,,,,,13.3
Willamette Falls,11/1/03,,,,6,,,19,1,,,,,,
Willamette Falls,11/2/03,,,,1,,,9,1,,,,,,
Willamette Falls,11/3/03,,,,2,,,15,,,,,,,11.1
Willamette Falls,11/4/03,,,,1,,,5,1,,,,,,10
Willamette Falls,11/5/03,,,,,,,1,1,,,,,,8.9
Willamette Falls,11/6/03,,,,,,,2,1,,,,,,7.8
Willamette Falls,11/7/03,,,,1,,,1,,,,,,,7.8
Willamette Falls,11/8/03,,,,1,,,8,,,,,,,
Willamette Falls,11/9/03,,,,4,,,8,,,,,,,
Willamette Falls,11/10/03,,,,2,,,11,1,,,,,,8.3
Willamette Falls,11/11/03,,,,3,,,7,,,,,,,
Willamette Falls,11/12/03,,,,7,,,14,3,,,,,,8.9
Willamette Falls,11/13/03,,,,4,,,11,1,,,,,,9.4
Willamette Falls,11/14/03,,,,7,,,16,3,,,,,,9.4
Willamette Falls,11/15/03,,,,6,,,19,7,,,,,,
Willamette Falls,11/16/03,,,,5,,,16,,,,,,,
Willamette Falls,11/17/03,,,,5,,,17,6,,,,,,9.4
Willamette Falls,11/18/03,,,,6,,,32,4,,,,,,8.9
Willamette Falls,11/19/03,,,,9,,,29,2,,,,,,10
Willamette Falls,11/20/03,,,,6,,,32,,,,,,,9.4
Willamette Falls,11/21/03,,,,7,,,37,1,,,,,,9.4
Willamette Falls,11/22/03,,,,5,,,21,,,,,,,
Willamette Falls,11/23/03,,,,2,,,9,,,,,,,
Willamette Falls,11/24/03,,,,,,,,,,,,,,7.2
Willamette Falls,11/25/03,,,,,,,,,,,,,,7.2
Willamette Falls,11/26/03,,,,,,,1,,,,,,,7.2
Willamette Falls,11/27/03,,,,1,,,,,,,,,,
Willamette Falls,11/28/03,,,,5,,,,,,,,,,
Willamette Falls,11/29/03,,,,5,,,,,,,,,,7.2
Willamette Falls,11/30/03,,,,4,,,,,,,,,,
Willamette Falls,12/1/03,,,,10,,,,,,,,,,8.3
Willamette Falls,12/2/03,,,,26,,,5,,,,,,,8.3
Willamette Falls,12/3/03,,,,23,,,,,,,,,,8.3
Willamette Falls,12/4/03,,,,27,,,,,,,,,,8.3
Willamette Falls,12/5/03,,,,23,,,,,,,,,,8.3
Willamette Falls,12/6/03,,,,26,,,,,,,,,,
Willamette Falls,12/7/03,,,,12,,,,,,,,,,8.3
Willamette Falls,12/8/03,,,,16,,,2,,,,,,,
Willamette Falls,12/9/03,,,,9,,,,,,,,,,8.3
Willamette Falls,12/10/03,,,,16,,,,,,,,,,7.8
Willamette Falls,12/11/03,,,,28,,,,,,,,,,7.8
Willamette Falls,12/12/03,,,,41,,,,,,,,,,7.8
Willamette Falls,12/13/03,,,,23,,,,,,,,,,
Willamette Falls,12/14/03,,,,7,,,,,,,,,,
Willamette Falls,12/15/03,,,,2,,,,,,,,,,7.8
Willamette Falls,12/16/03,,,,10,,,,,,,,,,7.2
Willamette Falls,12/17/03,,,,5,,,,,,,,,,7.2
Willamette Falls,12/18/03,,,,13,,,,,,,,,,7.2
Willamette Falls,12/19/03,,,,9,,,,,,,,,,7.2
Willamette Falls,12/20/03,,,,12,,,,,,,,,,
Willamette Falls,12/21/03,,,,99,,,,,,,,,,
Willamette Falls,12/22/03,,,,61,,,,,,,,,,7.8
Willamette Falls,12/23/03,,,,90,,,,,,,,,,7.8
Willamette Falls,12/24/03,,,,57,,,1,,,,,,,7.2
Willamette Falls,12/25/03,,,,53,,,,,,,,,,
Willamette Falls,12/26/03,,,,29,,,,,,,,,,7.2
Willamette Falls,12/27/03,,,,27,,,,,,,,,,
Willamette Falls,12/28/03,,,,5,,,,,,,,,,
Willamette Falls,12/29/03,,,,2,,,,,,,,,,6.1
Willamette Falls,12/30/03,,,,3,,,,,,,,,,
Willamette Falls,12/31/03,,,,2,,,,,,,,,,5
Willamette Falls,1/1/04,,,,2,,,,,,,,,,5
Willamette Falls,1/2/04,,,,9,,,,,,,,,,5
Willamette Falls,1/3/04,,,,3,,,,,,,,,,
Willamette Falls,1/4/04,,,,6,,,,,,,,,,4.4
Willamette Falls,1/5/04,,,,2,,,,,,,,,,
Willamette Falls,1/6/04,,,,1,,,,,,,,,,
Willamette Falls,1/7/04,,,,1,,,,,,,,,,3.3
Willamette Falls,1/8/04,,,,18,,,,,,,,,,
Willamette Falls,1/9/04,,,,27,,,,,,,,,,3.9
Willamette Falls,1/10/04,,,,105,,,,,,,,,,
Willamette Falls,1/11/04,,,,111,,,,,,,,,,
Willamette Falls,1/12/04,,,,55,,,,,,,,,,5.6
Willamette Falls,1/13/04,,,,89,,,,,,,,,,5.6
Willamette Falls,1/14/04,,,,102,,,,,,,,,,
Willamette Falls,1/15/04,,,,92,,,,,,,,,,6.7
Willamette Falls,1/16/04,,,,160,,,,,,,,,,6.7
Willamette Falls,1/17/04,,,,102,,,,,,,,,,7.2
Willamette Falls,1/18/04,,,,81,,,,,,,,,,
Willamette Falls,1/19/04,,,,110,,,,,,,,,,
Willamette Falls,1/20/04,,,,123,,,,,,,,,,7.2
Willamette Falls,1/21/04,,,,75,,,,,,,,,,7.2
Willamette Falls,1/22/04,,,,42,,,,,,,,,,6.7
Willamette Falls,1/23/04,,,,51,,,,,,,,,,6.1
Willamette Falls,1/24/04,,,,84,,,,,,,,,,
Willamette Falls,1/25/04,,,,24,,,,,,,,,,
Willamette Falls,1/26/04,,,,39,,,,,,,,,,6.7
Willamette Falls,1/27/04,,,,26,,,,,,,,,,6.7
Willamette Falls,1/28/04,,,,123,,,,,,,,,,6.7
Willamette Falls,1/29/04,,,,69,,,,,,,,,,
Willamette Falls,1/30/04,,,,16,,,,,,,,,,7.8
Willamette Falls,1/31/04,,,,13,,,,,,,,,,
Willamette Falls,2/1/04,,,,17,,,,,,,,,,
Willamette Falls,2/2/04,,,,21,,,,,,,,,,6.7
Willamette Falls,2/3/04,,,,28,,,,,,,,,,6.7
Willamette Falls,2/4/04,,,,56,,,,,,,,,,
Willamette Falls,2/5/04,,,,116,,,,,,,,,,
Willamette Falls,2/6/04,,,,104,,,,,,,,,,7.2
Willamette Falls,2/7/04,,,,145,,,,,,,,,,
Willamette Falls,2/8/04,,,,110,,,,,,,,,,
Willamette Falls,2/9/04,,,,119,,,,,,,,,,7.2
Willamette Falls,2/10/04,,,,99,,,,,,,,,,
Willamette Falls,2/11/04,,,,86,,,,,,,,,,6.7
Willamette Falls,2/12/04,,,,68,,,,,,,,,,
Willamette Falls,2/13/04,,,,47,,,,,,,,,,6.7
Willamette Falls,2/14/04,,,,56,,,,,,,,,,
Willamette Falls,2/15/04,,,,51,,,,,,,,,,
Willamette Falls,2/16/04,,,,112,,,,,,,,,,
Willamette Falls,2/17/04,,,,215,,,,,,,,,,7.2
Willamette Falls,2/18/04,,,,121,,,,,,,,,,7.2
Willamette Falls,2/19/04,,,,89,,,,,,,,,,5.6
Willamette Falls,2/20/04,,,,90,,,,,,,,,,7.8
Willamette Falls,2/21/04,,,,172,,,,,,,,,,
Willamette Falls,2/22/04,,,,191,,,,,,,,,,
Willamette Falls,2/23/04,,,,105,,,,,,,,,,7.2
Willamette Falls,2/24/04,,,,151,,,,,,,,,,7.8
Willamette Falls,2/25/04,,,,106,,,,,,,,,,8.3
Willamette Falls,2/26/04,,,,50,,,,,,,,,,8.3
Willamette Falls,2/27/04,,,,42,,,,,,,,,,7.8
Willamette Falls,2/28/04,,,,70,,,,,,,,,,
Willamette Falls,2/29/04,,,,93,,,,,,,,,,
Willamette Falls,3/1/04,,,,155,,,,,,,,,,7.8
Willamette Falls,3/2/04,,,,97,,,,,,,,,,8.3
Willamette Falls,3/3/04,,,,43,,,,,,,,,,8.3
Willamette Falls,3/4/04,,,,57,,,,,,,,,,8.3
Willamette Falls,3/5/04,,,,24,,,,,,,,,,8.3
Willamette Falls,3/6/04,,,,42,,,,,,,,,,
Willamette Falls,3/7/04,,1,,55,,,,,,,,,,
Willamette Falls,3/8/04,,,,132,,,,,,,,,,8.3
Willamette Falls,3/9/04,,1,,220,,,,,,,,,,9.4
Willamette Falls,3/10/04,,,,84,,,,,,,,,,9.4
Willamette Falls,3/11/04,,,,93,,,,,,,,,,10
Willamette Falls,3/12/04,,3,,120,,,,,,,,,,10
Willamette Falls,3/13/04,,1,,255,,,,,,,,,,
Willamette Falls,3/14/04,,1,,112,,,,,,,,,,
Willamette Falls,3/15/04,,1,,110,,,,,,,,,,10
Willamette Falls,3/16/04,,6,,271,,,,,,,,,,10
Willamette Falls,3/17/04,,8,,304,,,,,,,,,,10.6
Willamette Falls,3/18/04,,10,,251,,,,,,,,,,10.6
Willamette Falls,3/19/04,,4,,162,,,,,,,,,,10.6
Willamette Falls,3/20/04,,3,,119,,,,,,,,,,
Willamette Falls,3/21/04,,3,,86,,,,,,,,,,
Willamette Falls,3/22/04,,27,,246,,,,,,,,,,10.6
Willamette Falls,3/23/04,,20,,274,,,,,,,,,,10.6
Willamette Falls,3/24/04,,37,,231,,,,,,,,,,
Willamette Falls,3/25/04,,27,,298,,,,,,,,,,
Willamette Falls,3/26/04,,6,,101,,,,,,,,,,
Willamette Falls,3/27/04,,17,,94,,,,,,,,,,
Willamette Falls,3/28/04,,15,,74,,,,,,,,,,
Willamette Falls,3/29/04,,21,,101,,,,,,,,,,10
Willamette Falls,3/30/04,,23,,147,,,,,,,,,,10.6
Willamette Falls,3/31/04,,78,,215,,,,,,,,,,
Willamette Falls,4/1/04,,104,,245,,,,,,,,,,11.1
Willamette Falls,4/2/04,,142,,181,,,,,,,,,,10.6
Willamette Falls,4/3/04,,117,,112,,,,,,,,,,
Willamette Falls,4/4/04,,433,,209,,,,,,,,,,
Willamette Falls,4/5/04,,767,,371,,,,,,,,,,11.7
Willamette Falls,4/6/04,,587,,301,,,,,,,,,,11.7
Willamette Falls,4/7/04,,583,,410,,,,,,,,,,
Willamette Falls,4/8/04,,462,1,255,,,,,,,,,,11.7
Willamette Falls,4/9/04,,339,,226,,,,,,,,,,11.1
Willamette Falls,4/10/04,,697,1,398,,,,,,,,,,
Willamette Falls,4/11/04,,1446,1,417,,,,,,,,,,
Willamette Falls,4/12/04,,1923,,345,,,,,,,,,,13.3
Willamette Falls,4/13/04,,1090,1,255,,,,,,,,,,
Willamette Falls,4/14/04,,1244,2,279,,,,,,,,,,13.3
Willamette Falls,4/15/04,,663,2,210,,,,,,,,,,12.8
Willamette Falls,4/16/04,,801,1,198,,,,,,,,,,11.7
Willamette Falls,4/17/04,,731,2,204,,,,,,,,,,
Willamette Falls,4/18/04,,658,2,191,,,,,,,,,,
Willamette Falls,4/19/04,,683,1,193,,,,,,,,,,11.7
Willamette Falls,4/20/04,,895,1,226,,,,,,,,,,11.7
Willamette Falls,4/21/04,,884,1,218,,,,,,,,,,11.1
Willamette Falls,4/22/04,,527,2,169,,,,,,,,,,10.6
Willamette Falls,4/23/04,,404,1,167,,,,,,,,,,10.6
Willamette Falls,4/24/04,,642,1,188,,,,,,,,,,
Willamette Falls,4/25/04,,1232,1,284,,,,,,,,,,
Willamette Falls,4/26/04,,2341,6,516,,,,,,,,,,12.2
Willamette Falls,4/27/04,,3883,6,456,,,,,,,,,,12.8
Willamette Falls,4/28/04,,3677,9,448,,,,,,,,,,13.9
Willamette Falls,4/29/04,,3304,16,395,,,,,,,,,,14.4
Willamette Falls,4/30/04,,3002,32,471,,,,,,,,,,15
Willamette Falls,5/1/04,,3362,19,455,,,,,,,,,,
Willamette Falls,5/2/04,,2503,11,336,,,,,,,,,,
Willamette Falls,5/3/04,,1832,17,218,,,,,,,,,,16.1
Willamette Falls,5/4/04,,1980,10,273,,,,,,,,,,16.1
Willamette Falls,5/5/04,,1872,19,236,,,,,,,,,,16.1
Willamette Falls,5/6/04,,1560,19,176,,,,,,,,,,15.6
Willamette Falls,5/7/04,,2823,25,604,,,,,,,,,,15.6
Willamette Falls,5/8/04,,2062,19,351,,,,,,,,,,
Willamette Falls,5/9/04,,2015,26,293,,,,,,,,,,
Willamette Falls,5/10/04,,2104,16,417,,,,,,,,,,15
Willamette Falls,5/11/04,,2148,18,355,,,,,,,,,,14.4
Willamette Falls,5/12/04,,1703,12,443,,,,,,,,,,13.9
Willamette Falls,5/13/04,,1482,9,437,,,,,,,,,,13.9
Willamette Falls,5/14/04,,2079,9,709,,,,,,,,,,13.9
Willamette Falls,5/15/04,,1710,16,469,,,,,,,,,,
Willamette Falls,5/16/04,,1469,13,403,,,,,,,,,,
Willamette Falls,5/17/04,,1292,14,417,,,,,,,,,,14.4
Willamette Falls,5/18/04,,1504,19,483,,,,,,,,,,15
Willamette Falls,5/19/04,,1522,16,357,,,,,,,,,,15
Willamette Falls,5/20/04,,1567,8,486,,,,,,,,,,15.6
Willamette Falls,5/21/04,,1297,2,578,,,,,,,,,,15.6
Willamette Falls,5/22/04,,923,14,418,,,,,,,,,,
Willamette Falls,5/23/04,,1150,17,416,,,,,,,,,,
Willamette Falls,5/24/04,,711,16,238,,,,,,,,,,15
Willamette Falls,5/25/04,,776,21,346,,,,,,,,,,15
Willamette Falls,5/26/04,,873,18,475,,,,,,,,,,15.6
Willamette Falls,5/27/04,,942,14,536,,,,,,,,,,15.6
Willamette Falls,5/28/04,,726,6,438,,,,,,,,,,
Willamette Falls,5/29/04,,583,8,472,,,,,,,,,,
Willamette Falls,5/30/04,,503,11,499,,,,,,,,,,
Willamette Falls,5/31/04,,197,,474,,,,,,,,,,12.8
Willamette Falls,6/1/04,,236,4,699,,,,,,,,,,12.8
Willamette Falls,6/2/04,,370,2,662,,,,,,,,,,
Willamette Falls,6/3/04,,580,5,489,,,,,,,,,,15
Willamette Falls,6/4/04,,315,6,169,,,,,,,,,,
Willamette Falls,6/5/04,,269,5,225,,,,,,,,,,
Willamette Falls,6/6/04,,330,5,130,,,,,,,,,,
Willamette Falls,6/7/04,,467,4,173,,,,,,,,,,17.2
Willamette Falls,6/8/04,,957,14,331,,,,,,,,,,17.2
Willamette Falls,6/9/04,,720,11,328,,,,,,,,,,16.1
Willamette Falls,6/10/04,,380,3,339,,,,,,,,,,15
Willamette Falls,6/11/04,,276,8,237,,,,,,,,,,14.4
Willamette Falls,6/12/04,,189,3,161,,,,,,,,,,
Willamette Falls,6/13/04,,225,3,108,,,,,,,,,,
Willamette Falls,6/14/04,,281,16,374,,,,,,,,,,13.9
Willamette Falls,6/15/04,,360,8,326,,,,,,,,,,14.4
Willamette Falls,6/16/04,,520,15,449,,,,,,,,,,14.4
Willamette Falls,6/17/04,,566,7,374,,,,,,,,,,15.6
Willamette Falls,6/18/04,,504,7,281,,,,,,,,,,16.7
Willamette Falls,6/19/04,,391,6,242,,,,,,,,,,
Willamette Falls,6/20/04,,426,1,253,,,,,,,,,,
Willamette Falls,6/21/04,,470,8,308,,,,,,,,,,20
Willamette Falls,6/22/04,,317,8,291,,,,,,,,,,20.6
Willamette Falls,6/23/04,,291,5,241,,,,,,,,,,20.6
Willamette Falls,6/24/04,,157,,117,,,,,,,,,,20.6
Willamette Falls,6/25/04,,158,1,146,,,,,,,,,,20
Willamette Falls,6/26/04,,283,2,230,,,,,,,,,,
Willamette Falls,6/27/04,,404,8,450,,,,,,,,,,
Willamette Falls,6/28/04,,498,7,580,,,,,,,,,,18.9
Willamette Falls,6/29/04,,520,7,631,,,,,,,,,,19.4
Willamette Falls,6/30/04,,408,3,561,,,,,,,,,,20.6
Willamette Falls,7/1/04,,360,1,337,,,,,,,,,,
Willamette Falls,7/2/04,,187,2,268,,,,,,,,,,21.7
Willamette Falls,7/3/04,,122,1,128,,,,,,,,,,
Willamette Falls,7/4/04,,88,,115,,,,,,,,,,21.7
Willamette Falls,7/5/04,,133,4,112,,,,,,,,,,
Willamette Falls,7/6/04,,99,2,111,,,,,,,,,,22.2
Willamette Falls,7/7/04,,106,1,124,,,,,,,,,,21.7
Willamette Falls,7/8/04,,114,1,181,,,,,,,,,,21.1
Willamette Falls,7/9/04,,83,4,152,,,,,,,,,,21.7
Willamette Falls,7/10/04,,70,3,219,,,,,,,,,,
Willamette Falls,7/11/04,,90,1,166,,,,,,,,,,
Willamette Falls,7/12/04,,85,,128,,,,,,,,,,21.1
Willamette Falls,7/13/04,,125,2,189,,,,,,,,,,21.1
Willamette Falls,7/14/04,,84,1,171,,,,,,,,,,21.7
Willamette Falls,7/15/04,,66,1,140,,,,,,,,,,21.7
